headline,inLanguage,datePublished,reviewBody,ratingValue,Company
"Ikke som i ""gamle dage""",da,2014-09-20T11:24:10Z,"Jeg var som yngre glad for jensens. Det var god mad til SU penge og portionerne var lige som de skulle være. Servicen var fantastisk, altid glade og smilene tjenere og det tog ikke længe før man fik sin mad, ligesom de var opmærksomme på om man var ved at være færdige, så man evt. kunne få næste ret.

I dag er sagen en anden... desværre. For jeg savner virkelig den Jensens Bøfhus der var engang.

Bøffen er enten rød eller forkullet, man bliver glemt og føler slet ikke man er på restaurant. Man bliver stuget sammen med et utal af kunder, det støjer og man føler sig som ""en del af mængden"" i stedet for at føle sig som kunde. 
Når man så gør opmærksom på at man bad om en gennemstegt bøf og den er rød, ja så er man et problem og tjeneren sukker ""jamen så må jeg jo bede kokken om at stege den yderligere"" (dette er oplevet flere gange desværre)...når bøffen kommer retur er den forkullet og man kigger på tjeneren og siger ""det der har du ikke tænkt dig at jeg skal spise vel? Jeg mener, ville du spise det""....Endnu et suk følger og jeg får besked om at jeg må tale med overtjeneren. Overtjeneren flover sig tydeligt og tilbyder os at der ikke skal betales for mit måltid samt at vores drikkevarer ikke skal betales heller. Ej men ved du hvad, jeg havde faktisk heller ikke tænkt mig at spise den forkullede bøf, så jeg har ikke fået noget mad, og det havde jeg egentlig ikke forventet at betale for heller. Og drikkevarene er selvfølgelig rare at få gratis, men det hjælper jo ikke på jeg stadig er sulten.

Engang var det endda muligt at mitch matche retterne lidt, hvis man bestilte en 3 retters. Men uha, nu er der KUN de 3 retters der er annonceret og man kan ikke blande dem som man ønsker fordi ""de kommer i pakker samlet"".... 

Dette er bare få af mange rigtig dårlige oplevelser, der gør at jeg ikke har lyst til at tage mine børn med på Jensens Bøfhus....

Og jeg vil gerne tilføje at det intet har med jeres retssag at gøre, hvor usmageligt jeg end syntes det er.

Jeg håber virkelig alt det her, om ikke andet, får jer til at oppe service og mad, og måske laver en lille ransagelse af jer selv, så Jensens Bøfhus i det mindste kan beholde deres nuværende kunder.",1,www.jensens.com
Elsker at komme her,da,2014-09-20T11:15:44Z,Rigtigt lækkert sted med god atmosfære og dejlig mad kommer her gerne med min familie 😉,5,www.jensens.com
"Sidst måtte jeg gå min vej, fordi betjeningen aldrig kom!",da,2014-09-20T11:15:08Z,"Først stod vi længe og ventede på at nogen overhovedet så vi stod og ventede på bord. Da vi endelig fik et bord, måtte vi vente så længe på betjening at vi valgte at gå! - Vi kunne se de ansatte i det fjerne, bare stå og hyggesnakke. Magen til ligegyldighed skal man lede længe efter! Det var endda på et tidspunkt hvor der kun var ca 20-25 andre i restauranten!",1,www.jensens.com
"Du skal have god tid, og en lang lunte",da,2014-09-20T11:09:56Z,"Jeg var et besøg på Jensens bøfhus. Vi skulle en tur i biografen, og besluttede os for noget nemt mad inden, da restauranten kun ligger er par hundrede meter væk fra biografen. Vi satte os ved bordet 2 timer før filmen var sat til at starte, så der var god tid, troede vi. Det skal lige sige at restauranten var Tom. På trods af det gik der 20 min før der blev modtaget bestillinger, 10 min ekstra før vi fik drikkevarer, og først en time! Senere fik vi vores mad. Den mad vi så fint kunne se ligge i køkken lugen og vente på os i et kvarter. Sovsen var kold, kartoflerne slatne og kødet gennemstegt. Vi bad om noget nyt mad da det SLET ikke var pengene værd, og især ikke var hvad vi bestilte af stemning osv. Det var dog ingen problem at lave en ny, hvilket dog resulterede i at vi skulle sidde 30 min ekstra og vente på den nye mad. Det skal lige nævnes, at vi allerede da vi satte os, nævnte om vi kunne nå det inden filmen startede, og fik beskeden ""det kan i sagtens!"". 1,5 time efter vi satte os fik vi så endeligt mad. Men det kunne vi jo på ingen måde nyde på den måde vi havde tænkt os, da vi kun havde 30 min inden filmen startede, og stadigvæk skulle købe popcorn osv. Så vi skyndte os at spise vores mad. Jeg nævnte ved betaling at jeg ikke synes at det var fair at vi skulle betale fuld pris for sådan en dårlig service og oplevelse, for fra hun meget overrasket og efter en samtale med hendes leder, tilbyder os en gratis dessert..!! Igen vil jeg henvise til, at vi flere gange OG fra starten af besøget, havde nævnt at vi skulle nå den film. Jeg blev meget forarget og fortalte at det kunne vi da ikke bruge til noget, da vi allerede var for sent til filmen. Efter flere samtaler med lederen fik vi så vores sodavand gratis, 2 SODAVAND FOR AT HAVE SIDDET OG VENTET I 1,5 time i en tom restaurant..!! Da vi havde travlt godtog jeg det modvilligt, og vi forsøgte at nå se meget af filmen som muligt. 

Aldrig har jeg oplevet noget lignende, og det var vel og mærket på den restaurant der har vundet først priser som årets restaurant af alle i landet..!! Det sætter da en sørgelig standart. Og da priserne efterhånden er så høje, kan man MED GARANTI, finde et bedre alternativ uanset hvor man befinder sig. 

Det skal lige siges at jeg har haft MANGE flere dårlige oplevelser der inde, hvilket har resulteret i at vi ikke ønsker at spise på Jensens bøfhus mere.",1,www.jensens.com
for dyrt,da,2014-09-20T11:04:12Z,"Har været på jensens bøfhus flere gange og er hvergang blevet skuffet 
Så efter den dom har jeg været der for sidste gang",1,www.jensens.com
FØJ FØJ.,da,2014-09-20T11:03:06Z,Satme nej - Føj for den lede. Dårlig bøf.,1,www.jensens.com
Den dårligste service noget sted jeg har spist,da,2014-09-20T11:02:02Z,"Min datters mad var kold.
Da vi påpegede det, var svart: ""Vi kan godt varme det, men vi har travlt, så der går nok en halv time før den kommer tilbage""
Hvad f..... har I tænkt jer?",1,www.jensens.com
Ledelige oplevelser-start her,da,2014-09-20T10:54:51Z,"Dyr mad, hvor kvaliteten er under gennemsnittet.",1,www.jensens.com
små gennemstegte bøffter til latterligt store priser,da,2014-09-20T10:52:58Z,små gennemstegte bøffter til latterligt store priser,1,www.jensens.com
Rå bøffer,da,2014-09-20T10:50:23Z,"Har flere gange oplevet at min bøf har været rå, og det er oplevet på flere forskellige steder i landet",1,www.jensens.com
"""Jensens Skosåler""",da,2014-09-20T10:44:55Z,"Jeg kommer der aldrig mere, seje bøffer ja nærmest som skosåler, dårlig betjening, trykket stemning og ikke særlig børnevenligt et sted jeg absolut ikke kan anbefale andre",1,www.jensens.com
Alt er elendigt,da,2014-09-20T10:37:22Z,smager ikke godt.,1,www.jensens.com
Dyrt og ringe kvalitet,da,2014-09-20T10:35:48Z,"Jeg har haft flere ringe oplevelser på Jensens bøfhus. Trods flere besøg er det aldrig lykkedes dem at stege min bøf som ønsket. En rød ender altid med at være næsten gennemstegt. Spiser der af princip aldrig om aftenen, da de store bøffer består af mere sener end kød. Ulækkert. 
Maden er kedelig anrettet og som oftest, er der ikke det mindste grønt på tallerkenen. Har jeg bestilt en dessert, mangler der ofte halvdelen af det, som er afbilledet på menukortet.
Betjeningen er intetsigende og ofte er det svært at fange tjenerens opmærksomhed.
Og endeligt synes jeg ikke, at der er nogen sammenhæng mellem pris og kvalitet - man får alt for lidt for sine penge!",1,www.jensens.com
Elendigt,da,2014-09-20T10:30:56Z,"Alt er elendigt, det eneste positive er at personalet kan være flinke.",1,www.jensens.com
vente vente vente - øv,da,2014-09-20T10:30:08Z,"Langsom betjening, kold mad når den endelig når frem (og man kan ofte se den bare står og venter på at blive serveret - påpeger man det for en tjener får man  at vide at der går et øjeblik og så går der alligevel 10 minutter), ofte forkert stegt bøf, selv drikkevarerne venter man på. I det mindste er salatbaren ok.",1,www.jensens.com
Elendige bøffer til høje priser,da,2014-09-20T10:25:30Z,"Jeg har været på Jensens' Bøfhus for sidste gang. Tre gange i træk har jeg fået serveret seje eller dårligt stegte bøffer, som ikke var værd at spise - heller ikke dem i den dyre ende af menukortet.
Tag familien på [ekstern reference fjernet] i stedet!",1,www.jensens.com
Overhovedet ikke pengene værd,da,2014-09-20T10:22:30Z,Middelmådig mad som man nemt selv kan lave bedre uden at anstrenge sig. Prisen er alt for høj i forhold til kvaliteten.,1,www.jensens.com
Ganske enkelt dårlig,da,2014-09-20T10:17:51Z,Sætter aldrig mine ben hos dem mere,1,www.jensens.com
aldrig igen,da,2014-09-20T10:12:27Z,dårlig mad og dårlig morale,1,www.jensens.com
Skidt skidt,da,2014-09-20T10:07:57Z,"Dårlig service og al for lang ventetid for noget der smager ringe,,, Mere er der ikke at sige.",1,www.jensens.com
Restaurantbesøg gik i fisk...,da,2014-09-20T10:04:48Z,"Jeg var på Jensens Bøfhus i går, og det hele gik i fisk - frygtelig oplevelse...",1,www.jensens.com
ikke værd at betale for!,da,2014-09-20T09:53:25Z,"En ting er ""sejren"" over Jensens Fiskerestaurante i Sæby, et sted jeg har besøgt og har aldrig smagt bedre fisk end hos dem. Noget helt andet er kvaliteten af maden hos Jensens Bøfhus. Både i Viborg og Silkeborg har jeg flere gange måtte sende min steak retur fordi den enten var for gennemstegt når jeg bad om meget rød medium stegt, eller sej og tør. Tit og ofte har de jeg har været der med nået at spise deres mad før mit kom tilbage, man venter længe på at bestille og endnu længere på at få maden - selv på en sløv dag med næsten ingen kunder! Desuden er de ansatte, især i Viborg, små sure og fornærmede når man beder om ny bøf, og de vil da slet ikke høre tale om gratis drikkevarer eller nedslag i prisen på trods af lange ventetider og flere steaks sendt retur, på trods af at alle ved at det er god kotyme og almen kundeservice i branchen. En anden ting er at jeg sidste sommer kom ind på Silkeborg afdelingen i håb om en god salatbuffet, blot for at opdage at de ikke havde nogen salat i buffeten, det havde de nemlig glemt at bestille hjem! Det er over et år siden jeg sidst spiste på jensens Bøfhus, og efter deres hetz mod Jacob Jensen i Sæby kommer jeg i hvert fald aldrig tilbage. Det er ikke pengene værd!",1,www.jensens.com
betjening og madkvalitet i bund,da,2014-09-20T09:52:07Z,Ee du sulten så spar dine penge hvis du overvejer Jensens Bøfhus (ha' selv navnet snyder dig). Betjeningen skal man diskutere medfor at få hvad man vil have (oplevelse alle de fire gange jeg har besøgt stedet). Samtidig får man ALDRIG det man bestiller; om så det er en rosa bøf eller kartofler - ukompetent personale og forretnings grundlaget hviler på useriøsitet - ville ikke engang give mit kæledyr det hundeæde.,1,www.jensens.com
relativt ringe!,da,2014-09-20T09:50:33Z,"Vi har som familie på 5 besøgt jer en 5 gange. Og har måtte erkende, at det åbenbart er svært for jer at stege bøffer medium. Bestiller vi medium stegte løber blodet af dem, eller kan sidestilles med skosåler.. Op til flere gange har vi oplevet at det er svært at lave bagekartofler. . De er oftes halv rå.. seriøst i kaster dem i mikroovn hurtigt svits på grillen.. når vi så gør opmærksom på problemet. . Ender vi med en meget bedre vidende uuddannet servitrice som helt klart ikke kan se problemet! Randers og Ålborg er ingen succes.. men har dog prøvet en god betjening og god mad til prisen i Odense gågade.. Men som helhed betaler vi hellere ekstra gor ordentlig mad og betjening..",1,www.jensens.com
perfekt,da,2014-09-20T09:46:27Z,Personale er smilene og søde og maden er god!,5,www.jensens.com
"Små bøffer, store priser!",da,2014-09-20T09:45:26Z,"Du får en kæmpe tallerken med afmålte friturestegte kartofler fra en frysepose. Bøffen er lille, men du kan betale ekstra hvis den skal være almindelig størrelse og have salat til. Under al kritik.",1,www.jensens.com
Elndigt,da,2014-09-20T09:42:21Z,"Skod sted.
vil aldrig sætte mine ben der igen!",1,www.jensens.com
"Forvirring, kludder i bestillinger osv.",da,2014-09-20T09:26:33Z,"Jeg synes egentlig at maden er ok spiselig, men jeg synes det er tyveri at man skal betale for at få en omgang ekstra kartofler i dagtimerne, mens det er gratis om aftenen. Der er i forvejen så ekstremt lidt kartofler + sovs på tallerknen.. Jeg synes det er forvirrende at det ene øjeblik er de gratis, og næste gang man er på besøg er de ikke gratis fordi det så åbenbart er i dagtimerne man bestiller det..

----

Og så lige til en HELT anden episode..
Min mor var så sød at invitere den nærmeste familie ud at spise på Jensens Bøfhus i Holbæk.

Vi bestiller allesammen bøffer, men vi vælger alle at det skal være LILLE størrelse bøffer, og IKKE store bøffer..
Tjeneren han var noget for sig selv, og fyrede standard tjener-replikker af på forkerte tidspunkter, så jeg sad og krummede tæer..
Han sagde ""hvad skulle det være"" ehm nej jeg mener ""smager maden godt?"".. ehm.. han var så akavet og det hele var så indstuderet at det var pinligt.. Han var ved at servere drikkelse til os som vi slet ikke havde bestilt, og jeg kunne blive ved..

Nå men da vi får regningen så er det SØRME store bøffer vi ALLE har fået serveret. Jeg siger at det da ikke er vores fejl at han har kludret i bestillingen.. men nej, vi SKULLE betale ekstra for de store bøffer..

Jeg kan ikke forstå at vi skal bøde for, at den mindre begavede tjener vælger at kludre i ALLE vores bestillinger, ikke én men ALLE.
Så vil den kloge nok sige.. I burde da have opdaget fejlen da I fik dem serveret.. men det er ikke tit jeg spiser bøffer, så jeg ville aldrig i mit liv kunne identificere og gætte mig til bøffens vægt med øjnene..

En super kedelig oplevelse som gjorde os alle frustrerede.. Min mor endte med en meget større regning end planlagt pga. en inkompetent tjener.. det ødelagde virkelig min mors fødselsdag, og jeg synes det var så synd for hende at regningen blev en mindre formue..øv altså.. 
Der var dårlig stemning i familien da vi forlod restauranten.
Vi har ikke været der siden..",2,www.jensens.com
Elendigt!,da,2014-09-20T09:22:18Z,Elendig mad til høje priser og en meget trist og sølle service.,1,www.jensens.com
bøf fabrik,da,2014-09-20T09:12:22Z,Når en bøf kommer ind 3. Gang og endnu ikke stegt som ønsket 😡,1,www.jensens.com
Tarvelige forretningsmetoder,da,2014-09-20T09:09:38Z,"Smålig

har derudover prøvet dårlig service og madlavning i Aalborg, Randers, Kbh (v. Palads) og Odense",1,www.jensens.com
Kedelig oplevelse - maden er generelt smagsløs/kedelig.  Bestemt sidste gang jeg betaler for mad som kan forberedes bedre af en 4 årig,da,2014-09-20T09:02:00Z,Kedelig oplevelse - maden er generelt smagsløs/kedelig.  Bestemt sidste gang jeg betaler for mad som kan forberedes bedre af en 4 årig,1,www.jensens.com
Tør bøffer.,da,2014-09-20T09:00:43Z,"Tjenere var sjøj, og maden var dårlig. Guacamole havde aldrig set en avacado.",1,www.jensens.com
dårlig mad og betjening,da,2014-09-20T08:58:51Z,Har siddet 2 gange på forskellige restauranter og ventet i op til en time. Kødet var sejt kommer der ikke mere,1,www.jensens.com
Aldrig mere..,da,2014-09-20T08:53:36Z,"Ikke om de så gav gratis mad,  Aldrig sætter jeg mine ben på deres grund. Ufatteligt!",1,www.jensens.com
Dårlig Mad - Spiser der Pt aldrig,da,2014-09-20T08:52:44Z,"Vil bare give min menning til kende. 

- Dårlig mad
- Dårlig service
- Resturant for de unge mennesker

- Høre nærmest aldrig folk snakke godt om Jensens",1,www.jensens.com
